2017,12,08,82.95
2017,12,15,82.81
2017,12,22,82.87
2017,12,29,83.63
2018,01,05,84.34
2018,01,12,85.32
2018,01,19,86.04
2018,01,26,86.76
2018,02,02,88.4
2018,02,09,89.1
2018,02,16,87.85
2018,02,23,87.35
2018,03,02,87.1
2018,03,09,85.9
2018,03,16,83.06
2018,03,23,81.45
2018,03,30,79.2
2018,04,06,77.12
2018,04,13,76.1
2018,04,20,75.75
2018,04,27,75.6
2018,05,04,76.19
2018,05,11,76.63
2018,05,18,78.15
2018,05,25,80.25
2018,06,01,80.92
2018,06,08,81.95
2018,06,15,83.62
2018,06,22,84.24
2018,06,29,84.5
2018,07,06,84.3
2018,07,13,83.56
2018,07,20,83.08
2018,07,27,81.9
2018,08,03,79.95
2018,08,10,79
2018,08,17,78.25
2018,08,24,76.94
2018,08,31,75.25
2018,09,07,74.75
2018,09,14,73.35
2018,09,21,72.71
2018,09,28,72.45
2018,10,05,72.38
2018,10,12,72.42
2018,10,19,72.44
2018,10,26,72.4
2018,11,02,72.17
2018,11,09,71.01
2018,11,16,69.42
2018,11,23,68.48
2018,11,30,67.74
2018,12,07,67.92
2018,12,14,68.1
2018,12,21,68.04
2018,12,28,68
2019,01,04,68.03
2019,01,11,68.43
2019,01,18,69.55
2019,01,25,70.21
2019,02,01,70.96
2019,02,08,71.23
2019,02,15,71.28
2019,02,22,71.46
2019,03,01,71.91
2019,03,08,72.13
2019,03,15,72.45
2019,03,22,71.7
2019,03,29,70.98
2019,04,05,70.3
2019,04,12,69.78
2019,04,19,69.7
2019,04,26,70.05
2019,05,03,71.5
2019,05,10,69.68
2019,05,17,69.8
2019,05,24,69.83
2019,05,31,68.3
2019,06,07,67.36
2019,06,14,66.85
2019,06,21,66.83
2019,06,28,66.77
2019,07,05,66.71
2019,07,12,66.64
2019,07,19,66.16
2019,07,26,65.72
2019,08,02,63.5
2019,08,09,61.55
2019,08,16,61.35
2019,08,23,60.92
2019,08,30,60.7
2019,09,06,60.38
2019,09,13,60.2
2019,09,20,60.12
2019,09,27,59.96
2019,10,04,59.98
2019,10,11,59.98
2019,10,18,60.1
2019,10,25,60.42
2019,11,01,60.5
2019,11,08,60.46
2019,11,15,60.4
2019,11,22,60
2019,11,29,59.76
2019,12,06,60.13
2019,12,13,60.42
2019,12,20,60.4
2019,12,27,60.36
2020,01,03,60.3
2020,01,10,60.56
2020,01,17,60.56
2020,01,24,60.46
2020,01,31,60.38
2020,02,07,60.64
2020,02,14,61.6
2020,02,21,61.82
2020,02,28,61.34
2020,03,06,60.76
2020,03,13,60
2020,03,20,59.34
2020,03,27,58.52
2020,04,03,58.32
2020,04,10,57.3
2020,04,17,56.62
2020,04,24,54.18
2020,05,01,52.28
2020,05,08,50.96
2020,05,15,48.72
2020,05,22,49.32
2020,05,29,51
2020,06,05,50.63
2020,06,12,49.68
2020,06,19,48.02
2020,06,26,45.44
2020,07,03,44
