날짜,철광석가격,철광석변화율,열연선물가격,열연선물변화율,유연탄가격,유연탄변화율,pmi,pmi변화율
2013-01-02,146.74,,640,,71.75,,50.6,
2013-01-03,151.24,3.066648494,645,0.78125,71.75,,50.6,
2013-01-04,148.91,-1.540597725,655,1.550387597,71.75,,50.6,
2013-01-07,150.16,0.839433215,645,-1.526717557,72.19,0.613240418,50.6,
2013-01-08,152.39,1.485082579,645,0,72.19,0.613240418,50.6,
2013-01-09,151.99,-0.262484415,645,0,72.19,0.613240418,50.6,
2013-01-10,151.66,-0.217119547,640,-0.775193798,72.19,0.613240418,50.6,
2013-01-11,151.16,-0.329684821,639,-0.15625,72.19,0.613240418,50.6,
2013-01-14,152.78,1.071712093,635,-0.625978091,72.71,0.720321374,50.6,
2013-01-15,152.19,-0.386176201,635,0,72.71,0.720321374,50.6,
2013-01-16,151.37,-0.538800184,633,-0.31496063,72.71,0.720321374,50.6,
2013-01-17,151.31,-0.039637973,633,0,72.71,0.720321374,50.6,
2013-01-18,151.57,0.171832661,633,0,72.71,0.720321374,50.6,
2013-01-22,151.35,-0.145147457,633,0,73.45,1.017741714,50.6,
2013-01-23,151.23,-0.079286422,624,-1.421800948,73.45,1.017741714,50.6,
2013-01-24,151.03,-0.132248892,624,0,73.45,1.017741714,50.6,
2013-01-25,150.88,-0.099318016,624,0,73.45,1.017741714,50.6,
2013-01-28,150.8,-0.053022269,624,0,73.9,0.612661675,50.6,
2013-01-29,150.7,-0.066312997,624,0,73.9,0.612661675,50.6,
2013-01-30,150.75,0.0331785,633,1.442307692,73.9,0.612661675,50.6,
2013-01-31,150.86,0.072968491,633,0,73.9,0.612661675,50.6,
2013-02-01,153.64,1.842768129,633,0,73.9,0.612661675,50.4,-0.395256917
2013-02-04,156.15,1.633689143,633,0,75.05,1.556156969,50.4,-0.395256917
2013-02-05,154.83,-0.845341018,633,0,75.05,1.556156969,50.4,-0.395256917
2013-02-06,155.97,0.736291416,628,-0.789889415,75.05,1.556156969,50.4,-0.395256917
2013-02-07,156.65,0.435981278,625,-0.477707006,75.05,1.556156969,50.4,-0.395256917
2013-02-08,157.3,0.414937759,615,-1.6,75.05,1.556156969,50.4,-0.395256917
2013-02-11,156.72,-0.368722187,615,0,75.42,0.493004664,50.4,-0.395256917
2013-02-12,156.83,0.070188872,615,0,75.42,0.493004664,50.4,-0.395256917
2013-02-13,156.62,-0.133902952,612,-0.487804878,75.42,0.493004664,50.4,-0.395256917
2013-02-14,156.37,-0.159622015,611,-0.163398693,75.42,0.493004664,50.4,-0.395256917
2013-02-15,155.28,-0.697064654,611,0,75.42,0.493004664,50.4,-0.395256917
2013-02-19,155.43,0.096599691,611,0,75.7,0.371254309,50.4,-0.395256917
2013-02-20,155.39,-0.025735058,611,0,75.7,0.371254309,50.4,-0.395256917
2013-02-21,155.52,0.083660467,611,0,75.7,0.371254309,50.4,-0.395256917
2013-02-22,155.3,-0.141460905,611,0,75.7,0.371254309,50.4,-0.395256917
2013-02-25,155.21,-0.05795235,610,-0.163666121,76.06,0.475561427,50.4,-0.395256917
2013-02-26,155.01,-0.128857677,610,0,76.06,0.475561427,50.4,-0.395256917
2013-02-27,154.82,-0.122572737,614,0.655737705,76.06,0.475561427,50.4,-0.395256917
2013-02-28,154.64,-0.116264049,614,0,76.06,0.475561427,50.4,-0.395256917
2013-03-01,146.85,-5.037506467,617,0.488599349,76.06,0.475561427,50.1,-0.595238095
2013-03-04,142.96,-2.648961525,617,0,76.24,0.236655272,50.1,-0.595238095
2013-03-05,143.74,0.545607163,612,-0.810372771,76.24,0.236655272,50.1,-0.595238095
2013-03-06,146,1.572283289,612,0,76.24,0.236655272,50.1,-0.595238095
2013-03-07,145.56,-0.301369863,612,0,76.24,0.236655272,50.1,-0.595238095
2013-03-08,145.26,-0.206100577,612,0,76.24,0.236655272,50.1,-0.595238095
2013-03-11,143.91,-0.92936803,612,0,76.4,0.209863589,50.1,-0.595238095
2013-03-12,142.61,-0.903342367,610,-0.326797386,76.4,0.209863589,50.1,-0.595238095
2013-03-13,142.12,-0.343594418,610,0,76.4,0.209863589,50.1,-0.595238095
2013-03-14,140.84,-0.90064734,610,0,76.4,0.209863589,50.1,-0.595238095
2013-03-15,142.28,1.022436808,609,-0.163934426,76.4,0.209863589,50.1,-0.595238095
2013-03-18,141.17,-0.780151813,609,0,76.04,-0.471204188,50.1,-0.595238095
2013-03-19,140.92,-0.17709145,609,0,76.04,-0.471204188,50.1,-0.595238095
2013-03-20,140.71,-0.149020721,609,0,76.04,-0.471204188,50.1,-0.595238095
2013-03-21,140.8,0.063961339,608,-0.164203612,76.04,-0.471204188,50.1,-0.595238095
2013-03-22,140.9,0.071022727,608,0,76.04,-0.471204188,50.1,-0.595238095
2013-03-25,140.7,-0.141944642,608,0,75.8,-0.315623356,50.1,-0.595238095
2013-03-26,140.5,-0.142146411,615,1.151315789,75.8,-0.315623356,50.1,-0.595238095
2013-03-27,140.04,-0.327402135,615,0,75.8,-0.315623356,50.1,-0.595238095
2013-03-28,139.87,-0.121393887,615,0,75.8,-0.315623356,50.1,-0.595238095
2013-04-01,136.7,-2.266390219,612,-0.487804878,75.38,-0.55408971,50.9,1.596806387
2013-04-02,136.59,-0.080468178,612,0,75.38,-0.55408971,50.9,1.596806387
2013-04-03,136.8,0.153744784,613,0.163398693,75.38,-0.55408971,50.9,1.596806387
2013-04-04,137.2,0.292397661,608,-0.815660685,75.38,-0.55408971,50.9,1.596806387
2013-04-05,136.54,-0.481049563,608,0,75.38,-0.55408971,50.9,1.596806387
2013-04-08,137.52,0.717738392,608,0,74.74,-0.849031573,50.9,1.596806387
2013-04-09,138.23,0.51628854,608,0,74.74,-0.849031573,50.9,1.596806387
2013-04-10,138.68,0.325544383,601,-1.151315789,74.74,-0.849031573,50.9,1.596806387
2013-04-11,139,0.230747044,601,0,74.74,-0.849031573,50.9,1.596806387
2013-04-12,138.96,-0.028776978,598,-0.499168053,74.74,-0.849031573,50.9,1.596806387
2013-04-15,138.48,-0.345423143,595,-0.501672241,72.72,-2.702702703,50.9,1.596806387
2013-04-16,138.36,-0.086655113,598,0.504201681,72.72,-2.702702703,50.9,1.596806387
2013-04-17,138.07,-0.20959815,598,0,72.72,-2.702702703,50.9,1.596806387
2013-04-18,138.25,0.130368654,598,0,72.72,-2.702702703,50.9,1.596806387
2013-04-19,138.28,0.021699819,598,0,72.72,-2.702702703,50.9,1.596806387
2013-04-22,138.15,-0.094012149,595,-0.501672241,71.84,-1.210121012,50.9,1.596806387
2013-04-23,138.15,0,595,0,71.84,-1.210121012,50.9,1.596806387
2013-04-24,138.01,-0.101339124,595,0,71.84,-1.210121012,50.9,1.596806387
2013-04-25,137.89,-0.086950221,595,0,71.84,-1.210121012,50.9,1.596806387
2013-04-26,137.89,0,595,0,71.84,-1.210121012,50.9,1.596806387
2013-04-29,137.8,-0.065269418,595,0,71.78,-0.083518931,50.9,1.596806387
2013-04-30,137.44,-0.261248186,595,0,71.78,-0.083518931,50.9,1.596806387
2013-05-01,129,-6.140861467,595,0,71.78,-0.083518931,50.6,-0.589390963
2013-05-02,126.15,-2.209302326,595,0,71.78,-0.083518931,50.6,-0.589390963
2013-05-03,127.46,1.038446294,590,-0.840336134,71.78,-0.083518931,50.6,-0.589390963
2013-05-06,127.5,0.031382394,583,-1.186440678,71.98,0.278629145,50.6,-0.589390963
2013-05-07,130.59,2.423529412,583,0,71.98,0.278629145,50.6,-0.589390963
2013-05-08,130.97,0.290987059,583,0,71.98,0.278629145,50.6,-0.589390963
2013-05-09,130.18,-0.603191571,583,0,71.98,0.278629145,50.6,-0.589390963
2013-05-13,129.38,-0.614533723,583,0,72.04,0.083356488,50.6,-0.589390963
2013-05-14,128.6,-0.602875251,578,-0.857632933,72.04,0.083356488,50.6,-0.589390963
2013-05-15,127.93,-0.520995334,578,0,72.04,0.083356488,50.6,-0.589390963
2013-05-16,127.8,-0.101618072,578,0,72.04,0.083356488,50.6,-0.589390963
2013-05-17,127.47,-0.258215962,578,0,72.04,0.083356488,50.6,-0.589390963
2013-05-20,127.3,-0.133364713,578,0,72.93,1.235424764,50.6,-0.589390963
2013-05-21,127.34,0.031421838,578,0,72.93,1.235424764,50.6,-0.589390963
2013-05-22,127.08,-0.204177792,578,0,72.93,1.235424764,50.6,-0.589390963
2013-05-23,126.71,-0.291155178,578,0,72.93,1.235424764,50.6,-0.589390963
2013-05-24,126.73,0.015784074,578,0,72.93,1.235424764,50.6,-0.589390963
2013-05-28,126.5,-0.181488203,583,0.865051903,73.75,1.12436583,50.6,-0.589390963
2013-05-29,125.31,-0.940711462,588,0.857632933,73.75,1.12436583,50.6,-0.589390963
2013-05-30,124.66,-0.51871359,588,0,73.75,1.12436583,50.6,-0.589390963
2013-06-03,117.25,-5.944168137,588,0,73.8,0.06779661,50.8,0.395256917
2013-06-04,118.33,0.921108742,588,0,73.8,0.06779661,50.8,0.395256917
2013-06-05,114.5,-3.236710893,588,0,73.8,0.06779661,50.8,0.395256917
2013-06-06,111.25,-2.838427948,588,0,73.8,0.06779661,50.8,0.395256917
2013-06-07,111.83,0.521348315,590,0.340136054,73.8,0.06779661,50.8,0.395256917
2013-06-10,112.25,0.375570062,590,0,73.12,-0.921409214,50.8,0.395256917
2013-06-11,112.58,0.293986637,603,2.203389831,73.12,-0.921409214,50.8,0.395256917
2013-06-12,112.54,-0.03553029,600,-0.497512438,73.12,-0.921409214,50.8,0.395256917
2013-06-13,112.33,-0.18660032,600,0,73.12,-0.921409214,50.8,0.395256917
2013-06-14,114.67,2.083147868,600,0,73.12,-0.921409214,50.8,0.395256917
2013-06-17,115.67,0.872067672,600,0,72.52,-0.820568928,50.8,0.395256917
2013-06-18,116.08,0.354456644,600,0,72.52,-0.820568928,50.8,0.395256917
2013-06-19,116.58,0.430737422,600,0,72.52,-0.820568928,50.8,0.395256917
2013-06-20,115.17,-1.209469892,600,0,72.52,-0.820568928,50.8,0.395256917
2013-06-21,115.17,0,600,0,72.52,-0.820568928,50.8,0.395256917
2013-06-24,115,-0.147607884,600,0,72.2,-0.441257584,50.8,0.395256917
2013-06-25,114.83,-0.147826087,626,4.333333333,72.2,-0.441257584,50.8,0.395256917
2013-06-26,114.67,-0.13933641,632,0.958466454,72.2,-0.441257584,50.8,0.395256917
2013-06-27,114.75,0.069765414,632,0,72.2,-0.441257584,50.8,0.395256917
2013-07-01,116.75,1.74291939,632,0,71.48,-0.997229917,50.1,-1.377952756
2013-07-02,119.33,2.209850107,632,0,71.48,-0.997229917,50.1,-1.377952756
2013-07-03,120.17,0.703930277,635,0.474683544,71.48,-0.997229917,50.1,-1.377952756
2013-07-05,120.92,0.624115836,635,0,71.48,-0.997229917,50.1,-1.377952756
2013-07-08,120.24,-0.562355276,635,0,70.54,-1.315053162,50.1,-1.377952756
2013-07-09,120.82,0.482368596,635,0,70.54,-1.315053162,50.1,-1.377952756
2013-07-10,121.26,0.364178116,635,0,70.54,-1.315053162,50.1,-1.377952756
2013-07-11,121.75,0.404090384,635,0,70.54,-1.315053162,50.1,-1.377952756
2013-07-12,122.31,0.459958932,635,0,70.54,-1.315053162,50.1,-1.377952756
2013-07-15,122.77,0.376093533,635,0,70.02,-0.7371704,50.1,-1.377952756
2013-07-16,123.34,0.464282805,635,0,70.02,-0.7371704,50.1,-1.377952756
2013-07-17,123.93,0.478352521,635,0,70.02,-0.7371704,50.1,-1.377952756
2013-07-18,124.54,0.492213346,635,0,70.02,-0.7371704,50.1,-1.377952756
2013-07-19,127.47,2.352657781,635,0,70.02,-0.7371704,50.1,-1.377952756
2013-07-22,127.4,-0.054914882,635,0,69.3,-1.028277635,50.1,-1.377952756
2013-07-23,127.52,0.094191523,635,0,69.3,-1.028277635,50.1,-1.377952756
2013-07-24,127.58,0.047051443,636,0.157480315,69.3,-1.028277635,50.1,-1.377952756
2013-07-25,127.58,0,636,0,69.3,-1.028277635,50.1,-1.377952756
2013-07-26,127.67,0.070543972,636,0,69.3,-1.028277635,50.1,-1.377952756
2013-07-29,127.55,-0.093992324,636,0,69.3,0,50.1,-1.377952756
2013-07-30,127.47,-0.062720502,636,0,69.3,0,50.1,-1.377952756
2013-07-31,127.43,-0.031379933,642,0.943396226,69.3,0,50.1,-1.377952756
2013-08-01,127.12,-0.243270815,642,0,69.3,0,50.3,0.399201597
2013-08-02,128.78,1.305852738,642,0,69.3,0,50.3,0.399201597
2013-08-05,129.57,0.613449293,642,0,69.5,0.288600289,50.3,0.399201597
2013-08-06,131.9,1.798255769,642,0,69.5,0.288600289,50.3,0.399201597
2013-08-07,132.91,0.765731615,642,0,69.5,0.288600289,50.3,0.399201597
2013-08-08,133.6,0.519148296,648,0.934579439,69.5,0.288600289,50.3,0.399201597
2013-08-09,134.16,0.419161677,648,0,69.5,0.288600289,50.3,0.399201597
2013-08-12,135.91,1.304412642,648,0,69.4,-0.143884892,50.3,0.399201597
2013-08-13,136.29,0.279596792,648,0,69.4,-0.143884892,50.3,0.399201597
2013-08-14,135.79,-0.366864774,648,0,69.4,-0.143884892,50.3,0.399201597
2013-08-15,134.93,-0.633330879,648,0,69.4,-0.143884892,50.3,0.399201597
2013-08-16,135.85,0.681835026,648,0,69.4,-0.143884892,50.3,0.399201597
2013-08-19,136.01,0.11777696,648,0,69.19,-0.30259366,50.3,0.399201597
2013-08-20,136.26,0.183810014,648,0,69.19,-0.30259366,50.3,0.399201597
2013-08-21,136.32,0.044033465,648,0,69.19,-0.30259366,50.3,0.399201597
2013-08-22,136.43,0.080692488,648,0,69.19,-0.30259366,50.3,0.399201597
2013-08-23,136.87,0.322509712,648,0,69.19,-0.30259366,50.3,0.399201597
2013-08-26,136.92,0.036531015,648,0,69.09,-0.144529556,50.3,0.399201597
2013-08-27,136.89,-0.021910605,648,0,69.09,-0.144529556,50.3,0.399201597
2013-08-28,136.94,0.036525678,645,-0.462962963,69.09,-0.144529556,50.3,0.399201597
2013-08-29,137,0.043814809,645,0,69.09,-0.144529556,50.3,0.399201597
2013-08-30,137.05,0.03649635,645,0,69.09,-0.144529556,50.3,0.399201597
2013-09-03,134.15,-2.116016053,645,0,68.7,-0.564481112,51,1.391650099
2013-09-04,135.28,0.842340663,645,0,68.7,-0.564481112,51,1.391650099
2013-09-05,134.08,-0.887049083,645,0,68.7,-0.564481112,51,1.391650099
2013-09-06,134.03,-0.037291169,642,-0.465116279,68.7,-0.564481112,51,1.391650099
2013-09-09,135.36,0.992315153,642,0,68.46,-0.349344978,51,1.391650099
2013-09-10,134.89,-0.347222222,642,0,68.46,-0.349344978,51,1.391650099
2013-09-11,135.25,0.266884128,642,0,68.46,-0.349344978,51,1.391650099
2013-09-12,135.28,0.022181146,642,0,68.46,-0.349344978,51,1.391650099
2013-09-13,135.08,-0.147841514,642,0,68.46,-0.349344978,51,1.391650099
2013-09-16,134.79,-0.214687593,642,0,68.26,-0.292141396,51,1.391650099
2013-09-17,134.67,-0.089027376,642,0,68.26,-0.292141396,51,1.391650099
2013-09-18,134.73,0.044553353,643,0.15576324,68.26,-0.292141396,51,1.391650099
2013-09-19,134.67,-0.044533511,643,0,68.26,-0.292141396,51,1.391650099
2013-09-20,134.64,-0.022276676,643,0,68.26,-0.292141396,51,1.391650099
2013-09-23,134.55,-0.06684492,643,0,68.2,-0.087899209,51,1.391650099
2013-09-24,134.48,-0.052025269,643,0,68.2,-0.087899209,51,1.391650099
2013-09-25,134.45,-0.02230815,630,-2.021772939,68.2,-0.087899209,51,1.391650099
2013-09-26,134.45,0,630,0,68.2,-0.087899209,51,1.391650099
2013-09-27,134.33,-0.08925251,630,0,68.2,-0.087899209,51,1.391650099
2013-09-30,134.19,-0.104220948,630,0,67.78,-0.615835777,51,1.391650099
2013-10-01,127.43,-5.037633207,635,0.793650794,67.78,-0.615835777,51.1,0.196078431
2013-10-02,129.32,1.483167229,648,2.047244094,67.78,-0.615835777,51.1,0.196078431
2013-10-03,129.53,0.162387875,648,0,67.78,-0.615835777,51.1,0.196078431
2013-10-04,129.73,0.154404385,648,0,67.78,-0.615835777,51.1,0.196078431
2013-10-07,129.91,0.138749711,648,0,67.22,-0.82620242,51.1,0.196078431
2013-10-08,130.19,0.215533831,645,-0.462962963,67.22,-0.82620242,51.1,0.196078431
2013-10-09,130.76,0.437821645,643,-0.310077519,67.22,-0.82620242,51.1,0.196078431
2013-10-10,131.4,0.489446314,643,0,67.22,-0.82620242,51.1,0.196078431
2013-10-11,131.94,0.410958904,643,0,67.22,-0.82620242,51.1,0.196078431
2013-10-14,132.29,0.265272093,643,0,66.8,-0.624814043,51.1,0.196078431
2013-10-15,132.55,0.196537909,645,0.311041991,66.8,-0.624814043,51.1,0.196078431
2013-10-16,132.34,-0.158430781,650,0.775193798,66.8,-0.624814043,51.1,0.196078431
2013-10-17,132.59,0.18890736,650,0,66.8,-0.624814043,51.1,0.196078431
2013-10-18,132.65,0.045252281,650,0,66.8,-0.624814043,51.1,0.196078431
2013-10-21,132.69,0.030154542,651,0.153846154,66.8,0,51.1,0.196078431
2013-10-22,132.67,-0.015072726,651,0,66.8,0,51.1,0.196078431
2013-10-23,132.6,-0.052762493,651,0,66.8,0,51.1,0.196078431
2013-10-24,132.68,0.060331825,651,0,66.8,0,51.1,0.196078431
2013-10-25,132.76,0.060295448,651,0,66.8,0,51.1,0.196078431
2013-10-28,132.73,-0.022597168,651,0,66.64,-0.239520958,51.1,0.196078431
2013-10-29,132.61,-0.090409101,651,0,66.64,-0.239520958,51.1,0.196078431
2013-10-30,132.59,-0.015081819,660,1.382488479,66.64,-0.239520958,51.1,0.196078431
2013-10-31,132.57,-0.015084094,659,-0.151515152,66.64,-0.239520958,51.1,0.196078431
2013-11-01,133.82,0.942898092,659,0,66.64,-0.239520958,51.4,0.587084149
2013-11-04,134.22,0.298908982,660,0.151745068,66.88,0.360144058,51.4,0.587084149
2013-11-05,135,0.581135449,660,0,66.88,0.360144058,51.4,0.587084149
2013-11-06,135.39,0.288888889,660,0,66.88,0.360144058,51.4,0.587084149
2013-11-07,135.23,-0.118177118,667,1.060606061,66.88,0.360144058,51.4,0.587084149
2013-11-08,135.25,0.014789618,667,0,66.88,0.360144058,51.4,0.587084149
2013-11-11,135.12,-0.096118299,665,-0.299850075,67.04,0.23923445,51.4,0.587084149
2013-11-12,135.81,0.510657194,665,0,67.04,0.23923445,51.4,0.587084149
2013-11-13,135.65,-0.117811649,668,0.45112782,67.04,0.23923445,51.4,0.587084149
2013-11-14,135.72,0.051603391,668,0,67.04,0.23923445,51.4,0.587084149
2013-11-15,135.71,-0.007368111,668,0,67.04,0.23923445,51.4,0.587084149
2013-11-18,135.82,0.081055191,668,0,67.6,0.835322196,51.4,0.587084149
2013-11-19,135.95,0.095714917,668,0,67.6,0.835322196,51.4,0.587084149
2013-11-20,136.1,0.110334682,668,0,67.6,0.835322196,51.4,0.587084149
2013-11-21,136.23,0.095518001,668,0,67.6,0.835322196,51.4,0.587084149
2013-11-22,136.33,0.07340527,668,0,67.6,0.835322196,51.4,0.587084149
2013-11-25,136.37,0.029340571,668,0,68.37,1.139053254,51.4,0.587084149
2013-11-26,136.36,-0.007332991,675,1.047904192,68.37,1.139053254,51.4,0.587084149
2013-11-27,136.32,-0.029334116,675,0,68.37,1.139053254,51.4,0.587084149
2013-12-02,136.16,-0.117370892,676,0.148148148,68.76,0.570425625,51.4,0
2013-12-03,137.39,0.903349001,676,0,68.76,0.570425625,51.4,0
2013-12-04,138.52,0.822476163,676,0,68.76,0.570425625,51.4,0
2013-12-05,138.05,-0.339301184,676,0,68.76,0.570425625,51.4,0
2013-12-06,138.1,0.036218761,676,0,68.76,0.570425625,51.4,0
2013-12-09,138.7,0.434467777,676,0,69.4,0.930773706,51.4,0
2013-12-10,138.41,-0.209084355,676,0,69.4,0.930773706,51.4,0
2013-12-11,138.04,-0.267321725,676,0,69.4,0.930773706,51.4,0
2013-12-12,137.52,-0.376702405,676,0,69.4,0.930773706,51.4,0
2013-12-13,137.4,-0.087260035,676,0,69.4,0.930773706,51.4,0
2013-12-16,137.48,0.058224163,676,0,70.1,1.008645533,51.4,0
2013-12-17,137.05,-0.312772767,676,0,70.1,1.008645533,51.4,0
2013-12-18,136.97,-0.058372857,676,0,70.1,1.008645533,51.4,0
2013-12-19,136.76,-0.153318245,670,-0.887573964,70.1,1.008645533,51.4,0
2013-12-20,136.61,-0.109681193,670,0,70.1,1.008645533,51.4,0
2013-12-23,136.28,-0.241563575,670,0,70.5,0.570613409,51.4,0
2013-12-24,136.27,-0.007337834,670,0,70.5,0.570613409,51.4,0
2013-12-26,136.13,-0.102737213,675,0.746268657,70.5,0.570613409,51.4,0
2013-12-27,135.93,-0.146918387,675,0,70.5,0.570613409,51.4,0
2013-12-30,135.88,-0.036783639,675,0,70.78,0.397163121,51.4,0
2013-12-31,135.79,-0.066234913,675,0,70.78,0.397163121,51.4,0
2014-01-02,133.33,-1.811620885,675,0,70.78,0.397163121,51,-0.778210117
2014-01-03,132.71,-0.465011625,673,-0.296296296,70.78,0.397163121,51,-0.778210117
2014-01-06,132.18,-0.399367041,670,-0.44576523,70.88,0.141282848,51,-0.778210117
2014-01-07,132.02,-0.121047057,670,0,70.88,0.141282848,51,-0.778210117
2014-01-08,131.93,-0.068171489,675,0.746268657,70.88,0.141282848,51,-0.778210117
2014-01-09,130.91,-0.77313727,675,0,70.88,0.141282848,51,-0.778210117
2014-01-10,130.82,-0.068749523,675,0,70.88,0.141282848,51,-0.778210117
2014-01-13,130.63,-0.145237731,675,0,70.32,-0.79006772,51,-0.778210117
2014-01-14,131.01,0.290897956,675,0,70.32,-0.79006772,51,-0.778210117
2014-01-15,130.89,-0.091596061,675,0,70.32,-0.79006772,51,-0.778210117
2014-01-16,130.38,-0.389640156,675,0,70.32,-0.79006772,51,-0.778210117
2014-01-17,129.73,-0.498542721,675,0,70.32,-0.79006772,51,-0.778210117
2014-01-21,129.18,-0.42395745,672,-0.444444444,69.9,-0.597269625,51,-0.778210117
2014-01-22,129.23,0.038705682,672,0,69.9,-0.597269625,51,-0.778210117
2014-01-23,129.16,-0.054166989,672,0,69.9,-0.597269625,51,-0.778210117
2014-01-24,128.98,-0.139362032,672,0,69.9,-0.597269625,51,-0.778210117
2014-01-27,128.81,-0.13180338,672,0,69.9,0,51,-0.778210117
2014-01-28,128.55,-0.201847683,670,-0.297619048,69.9,0,51,-0.778210117
2014-01-29,128.46,-0.070011669,659,-1.641791045,69.9,0,51,-0.778210117
2014-01-30,128.12,-0.264673828,658,-0.151745068,69.9,0,51,-0.778210117
2014-01-31,122.63,-4.28504527,655,-0.455927052,69.9,0,51,-0.778210117
2014-02-03,122.51,-0.097855337,658,0.458015267,70.18,0.400572246,50.5,-0.980392157
2014-02-04,122.29,-0.179577177,660,0.303951368,70.18,0.400572246,50.5,-0.980392157
2014-02-05,121.87,-0.343445907,660,0,70.18,0.400572246,50.5,-0.980392157
2014-02-06,122.03,0.131287437,660,0,70.18,0.400572246,50.5,-0.980392157
2014-02-07,121.04,-0.811275916,660,0,70.18,0.400572246,50.5,-0.980392157
2014-02-10,120.87,-0.140449438,660,0,70.24,0.085494443,50.5,-0.980392157
2014-02-11,120.68,-0.157193679,660,0,70.24,0.085494443,50.5,-0.980392157
2014-02-12,121.17,0.406032483,658,-0.303030303,70.24,0.085494443,50.5,-0.980392157
2014-02-13,122.04,0.717999505,655,-0.455927052,70.24,0.085494443,50.5,-0.980392157
2014-02-14,122.39,0.286791216,655,0,70.24,0.085494443,50.5,-0.980392157
2014-02-18,122.33,-0.049023613,655,0,70.12,-0.170842825,50.5,-0.980392157
2014-02-19,122.39,0.049047658,655,0,70.12,-0.170842825,50.5,-0.980392157
2014-02-20,122.17,-0.179753248,655,0,70.12,-0.170842825,50.5,-0.980392157
2014-02-21,122.27,0.081853155,655,0,70.12,-0.170842825,50.5,-0.980392157
2014-02-24,121.82,-0.368037949,655,0,69.98,-0.19965773,50.5,-0.980392157
2014-02-25,121.71,-0.09029716,655,0,69.98,-0.19965773,50.5,-0.980392157
2014-02-26,121.6,-0.090378769,630,-3.816793893,69.98,-0.19965773,50.5,-0.980392157
2014-02-27,121.54,-0.049342105,630,0,69.98,-0.19965773,50.5,-0.980392157
2014-02-28,121.37,-0.139871647,627,-0.476190476,69.98,-0.19965773,50.5,-0.980392157
2014-03-03,115,-5.248413941,627,0,69.92,-0.085738783,50.2,-0.594059406
2014-03-04,114.84,-0.139130435,627,0,69.92,-0.085738783,50.2,-0.594059406
2014-03-05,115.65,0.705329154,627,0,69.92,-0.085738783,50.2,-0.594059406
2014-03-06,115.52,-0.112408128,627,0,69.92,-0.085738783,50.2,-0.594059406
2014-03-07,113.76,-1.523545706,626,-0.159489633,69.92,-0.085738783,50.2,-0.594059406
2014-03-10,109.2,-4.008438819,626,0,69.88,-0.057208238,50.2,-0.594059406
2014-03-11,110.6,1.282051282,626,0,69.88,-0.057208238,50.2,-0.594059406
2014-03-12,110.87,0.244122966,626,0,69.88,-0.057208238,50.2,-0.594059406
2014-03-13,112.66,1.614503473,626,0,69.88,-0.057208238,50.2,-0.594059406
2014-03-14,111.43,-1.091780579,626,0,69.88,-0.057208238,50.2,-0.594059406
2014-03-17,111.13,-0.269227318,626,0,69.05,-1.187750429,50.2,-0.594059406
2014-03-18,111.57,0.395932691,628,0.319488818,69.05,-1.187750429,50.2,-0.594059406
2014-03-19,111.56,-0.008962983,628,0,69.05,-1.187750429,50.2,-0.594059406
2014-03-20,111.56,0,628,0,69.05,-1.187750429,50.2,-0.594059406
2014-03-21,111.43,-0.116529222,628,0,69.05,-1.187750429,50.2,-0.594059406
2014-03-24,111.43,0,628,0,68.55,-0.724112962,50.2,-0.594059406
2014-03-25,111.55,0.107690927,628,0,68.55,-0.724112962,50.2,-0.594059406
2014-03-26,111.61,0.053787539,639,1.751592357,68.55,-0.724112962,50.2,-0.594059406
2014-03-27,111.54,-0.062718394,639,0,68.55,-0.724112962,50.2,-0.594059406
2014-03-28,111.58,0.035861574,639,0,68.55,-0.724112962,50.2,-0.594059406
2014-03-31,111.83,0.22405449,639,0,67.85,-1.021152443,50.2,-0.594059406
2014-04-01,116.67,4.327997854,646,1.095461659,67.85,-1.021152443,50.3,0.199203187
2014-04-02,114.69,-1.697094369,648,0.309597523,67.85,-1.021152443,50.3,0.199203187
2014-04-03,115.48,0.688813323,648,0,67.85,-1.021152443,50.3,0.199203187
2014-04-04,116.07,0.51091098,653,0.771604938,67.85,-1.021152443,50.3,0.199203187
2014-04-07,118.16,1.800637546,653,0,67,-1.252763449,50.3,0.199203187
2014-04-08,118.7,0.457007448,653,0,67,-1.252763449,50.3,0.199203187
2014-04-09,118.36,-0.286436394,653,0,67,-1.252763449,50.3,0.199203187
2014-04-10,117.3,-0.895572829,653,0,67,-1.252763449,50.3,0.199203187
2014-04-11,117.09,-0.179028133,653,0,67,-1.252763449,50.3,0.199203187
2014-04-14,116.95,-0.119566146,653,0,67.07,0.104477612,50.3,0.199203187
2014-04-15,116.75,-0.171013254,656,0.45941807,67.07,0.104477612,50.3,0.199203187
2014-04-16,116.77,0.017130621,656,0,67.07,0.104477612,50.3,0.199203187
2014-04-17,116.79,0.017127687,656,0,67.07,0.104477612,50.3,0.199203187
2014-04-21,116.27,-0.4452436,656,0,66.75,-0.477113464,50.3,0.199203187
2014-04-22,116,-0.232218113,656,0,66.75,-0.477113464,50.3,0.199203187
2014-04-23,115.91,-0.077586207,660,0.609756098,66.75,-0.477113464,50.3,0.199203187
2014-04-24,115.92,0.008627383,660,0,66.75,-0.477113464,50.3,0.199203187
2014-04-25,115.72,-0.172532781,660,0,66.75,-0.477113464,50.3,0.199203187
2014-04-28,115.38,-0.293812651,660,0,66.8,0.074906367,50.3,0.199203187
