날짜,철광석가격,철광석변화율,열연선물가격,열연선물변화율,유연탄가격,유연탄변화율,pmi,pmi변화율
2018-09-10,68.17,0.146907595,860,-0.578034682,73.35,-1.872909699,50.8,-0.974658869
2018-09-11,67.78,-0.572099164,863,0.348837209,73.35,-1.872909699,50.8,-0.974658869
2018-09-12,67.98,0.295072293,865,0.23174971,73.35,-1.872909699,50.8,-0.974658869
2018-09-13,68.31,0.485436893,865,0,73.35,-1.872909699,50.8,-0.974658869
2018-09-14,68.43,0.175669741,867,0.231213873,73.35,-1.872909699,50.8,-0.974658869
2018-09-17,68.57,0.204588631,863,-0.461361015,72.71,-0.872528971,50.8,-0.974658869
2018-09-18,68.59,0.029167274,865,0.23174971,72.71,-0.872528971,50.8,-0.974658869
2018-09-19,68.67,0.116635078,865,0,72.71,-0.872528971,50.8,-0.974658869
2018-09-20,68.67,0,862,-0.346820809,72.71,-0.872528971,50.8,-0.974658869
2018-09-21,68.69,0.0291248,862,0,72.71,-0.872528971,50.8,-0.974658869
2018-09-24,68.68,-0.01455816,860,-0.232018561,72.45,-0.357584926,50.8,-0.974658869
2018-09-25,68.62,-0.087361677,861,0.11627907,72.45,-0.357584926,50.8,-0.974658869
2018-09-26,68.66,0.058292043,859,-0.232288037,72.45,-0.357584926,50.8,-0.974658869
2018-09-27,68.69,0.043693562,864,0.582072177,72.45,-0.357584926,50.8,-0.974658869
2018-09-28,68.73,0.058232639,867,0.347222222,72.45,-0.357584926,50.8,-0.974658869
2018-10-01,68.4,-0.480139677,862,-0.576701269,72.38,-0.096618357,50.2,-1.181102362
2018-10-02,68.84,0.643274854,842,-2.320185615,72.38,-0.096618357,50.2,-1.181102362
2018-10-03,69.08,0.348634515,840,-0.237529691,72.38,-0.096618357,50.2,-1.181102362
2018-10-04,68.51,-0.825130284,841,0.119047619,72.38,-0.096618357,50.2,-1.181102362
2018-10-05,69.24,1.065537878,841,0,72.38,-0.096618357,50.2,-1.181102362
2018-10-08,69.29,0.072212594,836,-0.594530321,72.42,0.055263885,50.2,-1.181102362
2018-10-09,70.09,1.154567759,833,-0.358851675,72.42,0.055263885,50.2,-1.181102362
2018-10-10,70.39,0.428021116,830,-0.360144058,72.42,0.055263885,50.2,-1.181102362
2018-10-11,70.24,-0.213098451,828,-0.240963855,72.42,0.055263885,50.2,-1.181102362
2018-10-12,70.49,0.355922551,828,0,72.42,0.055263885,50.2,-1.181102362
2018-10-15,70.56,0.099304866,828,0,72.44,0.02761668,50.2,-1.181102362
2018-10-16,70.58,0.028344671,830,0.241545894,72.44,0.02761668,50.2,-1.181102362
2018-10-17,71.4,1.16180221,830,0,72.44,0.02761668,50.2,-1.181102362
2018-10-18,71.4,0,835,0.602409639,72.44,0.02761668,50.2,-1.181102362
2018-10-19,71.4,0,834,-0.119760479,72.44,0.02761668,50.2,-1.181102362
2018-10-22,71.71,0.434173669,830,-0.479616307,72.4,-0.055218112,50.2,-1.181102362
2018-10-23,71.79,0.111560452,825,-0.602409639,72.4,-0.055218112,50.2,-1.181102362
2018-10-24,72.05,0.362167433,822,-0.363636364,72.4,-0.055218112,50.2,-1.181102362
2018-10-25,72.22,0.235947259,826,0.486618005,72.4,-0.055218112,50.2,-1.181102362
2018-10-26,72.41,0.263085018,831,0.605326877,72.4,-0.055218112,50.2,-1.181102362
2018-10-29,72.58,0.234774202,829,-0.240673887,72.17,-0.317679558,50.2,-1.181102362
2018-10-30,72.7,0.165334803,829,0,72.17,-0.317679558,50.2,-1.181102362
2018-10-31,72.81,0.15130674,831,0.241254524,72.17,-0.317679558,50.2,-1.181102362
2018-11-01,72.99,0.247218789,835,0.481347774,72.17,-0.317679558,50,-0.398406375
2018-11-02,72.92,-0.095903548,834,-0.119760479,72.17,-0.317679558,50,-0.398406375
2018-11-05,73.9,1.343938563,834,0,71.01,-1.607316059,50,-0.398406375
2018-11-06,74.18,0.378890392,831,-0.35971223,71.01,-1.607316059,50,-0.398406375
2018-11-07,74.18,0,825,-0.722021661,71.01,-1.607316059,50,-0.398406375
2018-11-08,75.01,1.118899973,827,0.242424242,71.01,-1.607316059,50,-0.398406375
2018-11-09,75.58,0.75989868,824,-0.362756953,71.01,-1.607316059,50,-0.398406375
2018-11-12,75.27,-0.410161418,823,-0.121359223,69.42,-2.239121251,50,-0.398406375
2018-11-13,74.98,-0.38527966,817,-0.729040097,69.42,-2.239121251,50,-0.398406375
2018-11-14,74.81,-0.226727127,816,-0.122399021,69.42,-2.239121251,50,-0.398406375
2018-11-15,74.95,0.187140757,812,-0.490196078,69.42,-2.239121251,50,-0.398406375
2018-11-16,75.08,0.173448966,812,0,69.42,-2.239121251,50,-0.398406375
2018-11-19,75.3,0.293020778,813,0.123152709,68.48,-1.354076635,50,-0.398406375
2018-11-20,74.88,-0.557768924,800,-1.59901599,68.48,-1.354076635,50,-0.398406375
2018-11-21,74.86,-0.026709402,801,0.125,68.48,-1.354076635,50,-0.398406375
2018-11-23,74.21,-0.86828747,800,-0.124843945,68.48,-1.354076635,50,-0.398406375
2018-11-26,73.58,-0.848942191,795,-0.625,67.74,-1.080607477,50,-0.398406375
2018-11-27,73.14,-0.597988584,795,0,67.74,-1.080607477,50,-0.398406375
2018-11-28,72.92,-0.300793,803,1.006289308,67.74,-1.080607477,50,-0.398406375
2018-11-29,72.6,-0.438837082,798,-0.622665006,67.74,-1.080607477,50,-0.398406375
2018-11-30,72.28,-0.44077135,805,0.877192982,67.74,-1.080607477,50,-0.398406375
2018-12-03,65.57,-9.283342557,808,0.372670807,67.92,0.265721878,49.4,-1.2
2018-12-04,66.83,1.921610493,771,-4.579207921,67.92,0.265721878,49.4,-1.2
2018-12-05,67.55,1.077360467,773,0.259403372,67.92,0.265721878,49.4,-1.2
2018-12-06,66,-2.294596595,771,-0.258732212,67.92,0.265721878,49.4,-1.2
2018-12-07,66.76,1.151515152,778,0.907911803,67.92,0.265721878,49.4,-1.2
2018-12-10,66.51,-0.374475734,771,-0.899742931,68.1,0.265017668,49.4,-1.2
2018-12-11,66.74,0.34581266,765,-0.778210117,68.1,0.265017668,49.4,-1.2
2018-12-12,66.82,0.119868145,761,-0.522875817,68.1,0.265017668,49.4,-1.2
2018-12-13,67.26,0.658485483,760,-0.131406045,68.1,0.265017668,49.4,-1.2
2018-12-14,67.89,0.936663693,760,0,68.1,0.265017668,49.4,-1.2
2018-12-17,68.12,0.338783326,760,0,68.04,-0.088105727,49.4,-1.2
2018-12-18,68.49,0.543159131,755,-0.657894737,68.04,-0.088105727,49.4,-1.2
2018-12-19,68.69,0.292013433,755,0,68.04,-0.088105727,49.4,-1.2
2018-12-20,69.12,0.626000873,758,0.397350993,68.04,-0.088105727,49.4,-1.2
2018-12-21,68.99,-0.188078704,750,-1.055408971,68.04,-0.088105727,49.4,-1.2
2018-12-24,68.79,-0.289897087,751,0.133333333,68,-0.058788948,49.4,-1.2
2018-12-26,68.83,0.058147987,749,-0.266311585,68,-0.058788948,49.4,-1.2
2018-12-27,69,0.246985326,753,0.534045394,68,-0.058788948,49.4,-1.2
2018-12-28,69.2,0.289855072,753,0,68,-0.058788948,49.4,-1.2
2018-12-31,69.2,0,753,0,68.03,0.044117647,49.4,-1.2
2019-01-02,71.06,2.687861272,717,-4.780876494,68.03,0.044117647,49.5,0.20242915
2019-01-03,72.23,1.646495919,723,0.836820084,68.03,0.044117647,49.5,0.20242915
2019-01-04,73.09,1.190641008,722,-0.138312586,68.03,0.044117647,49.5,0.20242915
2019-01-07,74.15,1.450266794,721,-0.138504155,68.43,0.587975893,49.5,0.20242915
2019-01-08,74.21,0.08091706,721,0,68.43,0.587975893,49.5,0.20242915
2019-01-09,74.06,-0.202129093,719,-0.27739251,68.43,0.587975893,49.5,0.20242915
2019-01-10,73.98,-0.108020524,717,-0.278164117,68.43,0.587975893,49.5,0.20242915
2019-01-11,74.22,0.324412003,716,-0.139470014,68.43,0.587975893,49.5,0.20242915
2019-01-14,74.21,-0.013473457,718,0.279329609,69.55,1.636709046,49.5,0.20242915
2019-01-15,74.31,0.134752729,726,1.114206128,69.55,1.636709046,49.5,0.20242915
2019-01-16,74.43,0.161485668,726,0,69.55,1.636709046,49.5,0.20242915
2019-01-17,74.51,0.107483542,726,0,69.55,1.636709046,49.5,0.20242915
2019-01-18,75.15,0.858945108,720,-0.826446281,69.55,1.636709046,49.5,0.20242915
2019-01-22,74.55,-0.798403194,718,-0.277777778,70.21,0.948957584,49.5,0.20242915
2019-01-23,74.58,0.040241449,715,-0.417827298,70.21,0.948957584,49.5,0.20242915
2019-01-24,74.61,0.040225261,718,0.41958042,70.21,0.948957584,49.5,0.20242915
2019-01-25,74.64,0.040209087,718,0,70.21,0.948957584,49.5,0.20242915
2019-01-28,75.3,0.884244373,717,-0.139275766,70.96,1.0682239,49.5,0.20242915
2019-01-29,75.49,0.252324037,716,-0.139470014,70.96,1.0682239,49.5,0.20242915
2019-01-30,75.6,0.145714664,716,0,70.96,1.0682239,49.5,0.20242915
2019-01-31,76.03,0.568783069,715,-0.139664804,70.96,1.0682239,49.5,0.20242915
2019-02-01,86.93,14.33644614,714,-0.13986014,70.96,1.0682239,49.2,-0.606060606
2019-02-04,86.53,-0.460140343,711,-0.420168067,71.23,0.380496054,49.2,-0.606060606
2019-02-05,88.16,1.883739743,696,-2.109704641,71.23,0.380496054,49.2,-0.606060606
2019-02-06,88.98,0.930127042,694,-0.287356322,71.23,0.380496054,49.2,-0.606060606
2019-02-07,92.29,3.719937065,693,-0.144092219,71.23,0.380496054,49.2,-0.606060606
2019-02-08,92.13,-0.173366562,687,-0.865800866,71.23,0.380496054,49.2,-0.606060606
2019-02-11,90.82,-1.421903832,687,0,71.28,0.070195142,49.2,-0.606060606
2019-02-12,88.44,-2.620568157,685,-0.291120815,71.28,0.070195142,49.2,-0.606060606
2019-02-13,88.02,-0.474898236,687,0.291970803,71.28,0.070195142,49.2,-0.606060606
2019-02-14,88.35,0.374914792,685,-0.291120815,71.28,0.070195142,49.2,-0.606060606
2019-02-15,88.56,0.237691002,685,0,71.28,0.070195142,49.2,-0.606060606
2019-02-19,88.53,-0.033875339,684,-0.145985401,71.46,0.252525253,49.2,-0.606060606
2019-02-20,88.46,-0.079069242,680,-0.584795322,71.46,0.252525253,49.2,-0.606060606
2019-02-21,88.03,-0.48609541,678,-0.294117647,71.46,0.252525253,49.2,-0.606060606
2019-02-22,88.16,0.147676928,678,0,71.46,0.252525253,49.2,-0.606060606
2019-02-25,87.94,-0.249546279,680,0.294985251,71.91,0.629722922,49.2,-0.606060606
2019-02-26,87.7,-0.27291335,675,-0.735294118,71.91,0.629722922,49.2,-0.606060606
2019-02-27,87.47,-0.262257697,675,0,71.91,0.629722922,49.2,-0.606060606
2019-02-28,87.33,-0.160054876,675,0,71.91,0.629722922,49.2,-0.606060606
2019-03-01,85.98,-1.545860529,675,0,71.91,0.629722922,50.5,2.642276423
2019-03-04,85.42,-0.651314259,680,0.740740741,72.13,0.305937978,50.5,2.642276423
2019-03-05,86.51,1.276047764,712,4.705882353,72.13,0.305937978,50.5,2.642276423
2019-03-06,85.79,-0.832273726,714,0.280898876,72.13,0.305937978,50.5,2.642276423
2019-03-07,86.76,1.13066791,710,-0.56022409,72.13,0.305937978,50.5,2.642276423
2019-03-08,85.15,-1.855693868,709,-0.14084507,72.13,0.305937978,50.5,2.642276423
2019-03-11,84.53,-0.728126835,709,0,72.45,0.443643422,50.5,2.642276423
2019-03-12,85.31,0.92274932,700,-1.269393512,72.45,0.443643422,50.5,2.642276423
2019-03-13,85.01,-0.351658657,700,0,72.45,0.443643422,50.5,2.642276423
2019-03-14,85.98,1.14104223,705,0.714285714,72.45,0.443643422,50.5,2.642276423
2019-03-15,86.12,0.162828565,705,0,72.45,0.443643422,50.5,2.642276423
2019-03-18,86.28,0.185787274,703,-0.283687943,71.7,-1.035196687,50.5,2.642276423
2019-03-19,86.23,-0.057950858,705,0.284495021,71.7,-1.035196687,50.5,2.642276423
2019-03-20,85.41,-0.950945147,700,-0.709219858,71.7,-1.035196687,50.5,2.642276423
2019-03-21,85.65,0.280997541,700,0,71.7,-1.035196687,50.5,2.642276423
2019-03-22,85.89,0.280210158,700,0,71.7,-1.035196687,50.5,2.642276423
2019-03-25,85.82,-0.081499593,700,0,70.98,-1.0041841,50.5,2.642276423
2019-03-26,85.8,-0.023304591,697,-0.428571429,70.98,-1.0041841,50.5,2.642276423
2019-03-27,85.72,-0.093240093,697,0,70.98,-1.0041841,50.5,2.642276423
2019-03-28,85.64,-0.093327112,697,0,70.98,-1.0041841,50.5,2.642276423
2019-03-29,85.7,0.070060719,697,0,70.98,-1.0041841,50.5,2.642276423
2019-04-01,87.52,2.123687281,699,0.286944046,70.3,-0.958016343,50.1,-0.792079208
2019-04-02,89.5,2.262340037,708,1.287553648,70.3,-0.958016343,50.1,-0.792079208
2019-04-03,92.15,2.960893855,699,-1.271186441,70.3,-0.958016343,50.1,-0.792079208
2019-04-04,92.53,0.412371134,697,-0.286123033,70.3,-0.958016343,50.1,-0.792079208
2019-04-05,91.81,-0.778126013,693,-0.573888092,70.3,-0.958016343,50.1,-0.792079208
2019-04-08,93.63,1.982354863,699,0.865800866,69.78,-0.739687055,50.1,-0.792079208
2019-04-09,92.72,-0.971910712,689,-1.430615165,69.78,-0.739687055,50.1,-0.792079208
2019-04-10,92.6,-0.129421915,687,-0.290275762,69.78,-0.739687055,50.1,-0.792079208
2019-04-11,93.6,1.079913607,687,0,69.78,-0.739687055,50.1,-0.792079208
2019-04-12,93.79,0.202991453,685,-0.291120815,69.78,-0.739687055,50.1,-0.792079208
2019-04-15,93.97,0.191918115,685,0,69.7,-0.11464603,50.1,-0.792079208
2019-04-16,93.44,-0.56400979,684,-0.145985401,69.7,-0.11464603,50.1,-0.792079208
2019-04-17,92.96,-0.51369863,683,-0.14619883,69.7,-0.11464603,50.1,-0.792079208
2019-04-18,92.91,-0.053786575,687,0.585651537,69.7,-0.11464603,50.1,-0.792079208
2019-04-22,93.2,0.312130018,686,-0.145560408,70.05,0.50215208,50.1,-0.792079208
2019-04-23,93.29,0.096566524,690,0.583090379,70.05,0.50215208,50.1,-0.792079208
2019-04-24,92.95,-0.364454926,687,-0.434782609,70.05,0.50215208,50.1,-0.792079208
2019-04-25,93.14,0.204410974,687,0,70.05,0.50215208,50.1,-0.792079208
2019-04-26,93.16,0.021473051,687,0,70.05,0.50215208,50.1,-0.792079208
2019-04-29,93.17,0.010734221,686,-0.145560408,71.5,2.069950036,50.1,-0.792079208
2019-04-30,93.24,0.07513148,658,-4.081632653,71.5,2.069950036,50.1,-0.792079208
2019-05-01,93.65,0.43972544,655,-0.455927052,71.5,2.069950036,49.4,-1.397205589
2019-05-02,93.6,-0.053390283,655,0,71.5,2.069950036,49.4,-1.397205589
2019-05-03,93.81,0.224358974,652,-0.458015267,71.5,2.069950036,49.4,-1.397205589
2019-05-06,93.51,-0.319795331,654,0.306748466,69.68,-2.545454545,49.4,-1.397205589
2019-05-07,94.75,1.326061384,651,-0.458715596,69.68,-2.545454545,49.4,-1.397205589
2019-05-08,94.19,-0.591029024,648,-0.460829493,69.68,-2.545454545,49.4,-1.397205589
2019-05-09,94.24,0.053084192,648,0,69.68,-2.545454545,49.4,-1.397205589
2019-05-10,95.08,0.891341256,648,0,69.68,-2.545454545,49.4,-1.397205589
2019-05-13,94.38,-0.736222129,653,0.771604938,69.8,0.172215844,49.4,-1.397205589
2019-05-14,93.88,-0.529773257,649,-0.612557427,69.8,0.172215844,49.4,-1.397205589
2019-05-15,94.82,1.001278228,645,-0.61633282,69.8,0.172215844,49.4,-1.397205589
2019-05-16,96.13,1.381565071,645,0,69.8,0.172215844,49.4,-1.397205589
2019-05-17,96.34,0.218454177,645,0,69.8,0.172215844,49.4,-1.397205589
2019-05-20,96.38,0.041519618,645,0,69.83,0.042979943,49.4,-1.397205589
2019-05-21,96.56,0.186760739,645,0,69.83,0.042979943,49.4,-1.397205589
2019-05-22,97.04,0.497100249,641,-0.620155039,69.83,0.042979943,49.4,-1.397205589
2019-05-23,97.31,0.278235779,641,0,69.83,0.042979943,49.4,-1.397205589
2019-05-24,98.14,0.852944199,640,-0.15600624,69.83,0.042979943,49.4,-1.397205589
2019-05-28,98.38,0.244548604,642,0.3125,68.3,-2.191035372,49.4,-1.397205589
2019-05-29,98.59,0.21345802,641,-0.15576324,68.3,-2.191035372,49.4,-1.397205589
2019-05-30,98.72,0.131859215,639,-0.31201248,68.3,-2.191035372,49.4,-1.397205589
2019-05-31,98.76,0.040518639,641,0.312989045,68.3,-2.191035372,49.4,-1.397205589
2019-06-03,96.28,-2.511138113,640,-0.15600624,67.36,-1.376281113,49.4,0
2019-06-04,98.39,2.19152472,585,-8.59375,67.36,-1.376281113,49.4,0
2019-06-05,98.32,-0.071145442,580,-0.854700855,67.36,-1.376281113,49.4,0
2019-06-06,97.76,-0.569568755,584,0.689655172,67.36,-1.376281113,49.4,0
2019-06-07,97.78,0.020458265,580,-0.684931507,67.36,-1.376281113,49.4,0
2019-06-10,99.26,1.513601964,578,-0.344827586,66.85,-0.757125891,49.4,0
2019-06-11,102.76,3.526093089,581,0.519031142,66.85,-0.757125891,49.4,0
2019-06-12,102.99,0.223822499,582,0.17211704,66.85,-0.757125891,49.4,0
2019-06-13,106.29,3.204194582,582,0,66.85,-0.757125891,49.4,0
2019-06-14,104.33,-1.844011666,582,0,66.85,-0.757125891,49.4,0
2019-06-17,104.17,-0.153359532,577,-0.859106529,66.83,-0.029917726,49.4,0
2019-06-18,105.79,1.555150235,578,0.173310225,66.83,-0.029917726,49.4,0
2019-06-19,106.2,0.387560261,577,-0.173010381,66.83,-0.029917726,49.4,0
2019-06-20,107.21,0.951035782,574,-0.519930676,66.83,-0.029917726,49.4,0
2019-06-21,107.54,0.307807108,574,0,66.83,-0.029917726,49.4,0
2019-06-24,108.99,1.348335503,574,0,66.77,-0.089780039,49.4,0
2019-06-25,107.93,-0.97256629,567,-1.219512195,66.77,-0.089780039,49.4,0
2019-06-26,109.19,1.16742333,563,-0.705467372,66.77,-0.089780039,49.4,0
2019-06-27,108.72,-0.430442348,566,0.53285968,66.77,-0.089780039,49.4,0
2019-06-28,109.18,0.423105224,566,0,66.77,-0.089780039,49.4,0
2019-07-01,119.45,9.406484704,565,-0.176678445,66.71,-0.089860716,49.7,0.607287449
2019-07-02,123.19,3.131017162,542,-4.07079646,66.71,-0.089860716,49.7,0.607287449
2019-07-03,123.16,-0.024352626,538,-0.73800738,66.71,-0.089860716,49.7,0.607287449
2019-07-05,117.1,-4.920428711,536,-0.371747212,66.71,-0.089860716,49.7,0.607287449
2019-07-08,119.17,1.767719898,534,-0.373134328,66.64,-0.104931794,49.7,0.607287449
2019-07-09,121.35,1.82931946,535,0.187265918,66.64,-0.104931794,49.7,0.607287449
2019-07-10,120.84,-0.420271941,525,-1.869158879,66.64,-0.104931794,49.7,0.607287449
2019-07-11,120.32,-0.430321086,525,0,66.64,-0.104931794,49.7,0.607287449
2019-07-12,120.25,-0.058178191,525,0,66.64,-0.104931794,49.7,0.607287449
2019-07-15,121.18,0.773388773,529,0.761904762,66.16,-0.720288115,49.7,0.607287449
2019-07-16,121.19,0.008252187,533,0.756143667,66.16,-0.720288115,49.7,0.607287449
2019-07-17,121.14,-0.041257529,535,0.375234522,66.16,-0.720288115,49.7,0.607287449
2019-07-18,120.87,-0.222882615,537,0.373831776,66.16,-0.720288115,49.7,0.607287449
2019-07-19,120.99,0.099280218,539,0.372439479,66.16,-0.720288115,49.7,0.607287449
2019-07-22,120.01,-0.809984296,538,-0.185528757,65.72,-0.665054414,49.7,0.607287449
2019-07-23,120.42,0.341638197,538,0,65.72,-0.665054414,49.7,0.607287449
2019-07-24,120.25,-0.141172563,538,0,65.72,-0.665054414,49.7,0.607287449
2019-07-25,120.09,-0.133056133,539,0.185873606,65.72,-0.665054414,49.7,0.607287449
2019-07-26,120.11,0.016654176,540,0.185528757,65.72,-0.665054414,49.7,0.607287449
2019-07-29,120.02,-0.074931313,550,1.851851852,63.5,-3.377967133,49.7,0.607287449
2019-07-30,120.09,0.058323613,543,-1.272727273,63.5,-3.377967133,49.7,0.607287449
2019-07-31,120.02,-0.058289616,537,-1.104972376,63.5,-3.377967133,49.7,0.607287449
2019-08-01,112.02,-6.665555741,538,0.186219739,63.5,-3.377967133,49.5,-0.402414487
2019-08-02,106.51,-4.918764506,538,0,63.5,-3.377967133,49.5,-0.402414487
2019-08-05,100.34,-5.792883297,539,0.185873606,61.55,-3.070866142,49.5,-0.402414487
2019-08-06,99.51,-0.827187562,606,12.43042672,61.55,-3.070866142,49.5,-0.402414487
2019-08-07,96.56,-2.964526178,602,-0.660066007,61.55,-3.070866142,49.5,-0.402414487
2019-08-08,97.37,0.838856669,602,0,61.55,-3.070866142,49.5,-0.402414487
2019-08-09,93.61,-3.861559002,602,0,61.55,-3.070866142,49.5,-0.402414487
2019-08-12,95.01,1.495566713,602,0,61.35,-0.324939074,49.5,-0.402414487
2019-08-13,95.11,0.105252079,601,-0.166112957,61.35,-0.324939074,49.5,-0.402414487
2019-08-14,95.71,0.630848491,603,0.332778702,61.35,-0.324939074,49.5,-0.402414487
2019-08-15,93.76,-2.03740466,603,0,61.35,-0.324939074,49.5,-0.402414487
2019-08-16,93.61,-0.159982935,600,-0.497512438,61.35,-0.324939074,49.5,-0.402414487
2019-08-19,94.36,0.801196453,600,0,60.92,-0.700896496,49.5,-0.402414487
2019-08-20,94.02,-0.36032217,587,-2.166666667,60.92,-0.700896496,49.5,-0.402414487
2019-08-21,92.01,-2.137843012,586,-0.170357751,60.92,-0.700896496,49.5,-0.402414487
2019-08-22,92.73,0.782523639,585,-0.170648464,60.92,-0.700896496,49.5,-0.402414487
2019-08-23,92.88,0.161759948,582,-0.512820513,60.92,-0.700896496,49.5,-0.402414487
2019-08-26,92.45,-0.462962963,585,0.515463918,60.7,-0.36112935,49.5,-0.402414487
2019-08-27,92.06,-0.421849648,586,0.170940171,60.7,-0.36112935,49.5,-0.402414487
2019-08-28,91.63,-0.467086683,589,0.511945392,60.7,-0.36112935,49.5,-0.402414487
2019-08-29,91.16,-0.512932446,584,-0.848896435,60.7,-0.36112935,49.5,-0.402414487
2019-08-30,90.91,-0.274243089,584,0,60.7,-0.36112935,49.5,-0.402414487
2019-09-03,89.55,-1.49598504,584,0,60.38,-0.527182867,49.8,0.606060606
2019-09-04,91.57,2.25572306,560,-4.109589041,60.38,-0.527182867,49.8,0.606060606
2019-09-05,90.72,-0.928251611,554,-1.071428571,60.38,-0.527182867,49.8,0.606060606
2019-09-06,89.44,-1.410934744,560,1.083032491,60.38,-0.527182867,49.8,0.606060606
2019-09-09,91.23,2.001341682,560,0,60.2,-0.298111958,49.8,0.606060606
2019-09-10,91.37,0.153458292,570,1.785714286,60.2,-0.298111958,49.8,0.606060606
2019-09-11,92.34,1.061617599,565,-0.877192982,60.2,-0.298111958,49.8,0.606060606
2019-09-12,94.14,1.949317739,565,0,60.2,-0.298111958,49.8,0.606060606
2019-09-13,94.77,0.669216061,565,0,60.2,-0.298111958,49.8,0.606060606
2019-09-16,94.37,-0.422074496,565,0,60.12,-0.132890365,49.8,0.606060606
2019-09-17,94.03,-0.360283989,565,0,60.12,-0.132890365,49.8,0.606060606
2019-09-18,93.97,-0.063809423,565,0,60.12,-0.132890365,49.8,0.606060606
2019-09-19,93.46,-0.542726402,565,0,60.12,-0.132890365,49.8,0.606060606
2019-09-20,93.38,-0.085598117,565,0,60.12,-0.132890365,49.8,0.606060606
2019-09-23,93.49,0.117798244,565,0,59.96,-0.266134398,49.8,0.606060606
2019-09-24,93.21,-0.299497272,568,0.530973451,59.96,-0.266134398,49.8,0.606060606
2019-09-25,92.97,-0.257483103,568,0,59.96,-0.266134398,49.8,0.606060606
2019-09-26,92.95,-0.021512316,568,0,59.96,-0.266134398,49.8,0.606060606
2019-09-27,92.89,-0.064550834,568,0,59.96,-0.266134398,49.8,0.606060606
2019-09-30,92.91,0.021530843,568,0,59.98,0.03335557,49.8,0.606060606
2019-10-01,92.16,-0.807232806,532,-6.338028169,59.98,0.03335557,49.3,-1.004016064
2019-10-02,92.26,0.108506944,527,-0.939849624,59.98,0.03335557,49.3,-1.004016064
2019-10-03,92.26,0,526,-0.189753321,59.98,0.03335557,49.3,-1.004016064
2019-10-04,92.18,-0.086711468,523,-0.570342205,59.98,0.03335557,49.3,-1.004016064
2019-10-07,92.55,0.401388588,522,-0.191204589,59.98,0,49.3,-1.004016064
2019-10-08,93.53,1.058887088,519,-0.574712644,59.98,0,49.3,-1.004016064
2019-10-09,91.59,-2.074200791,508,-2.119460501,59.98,0,49.3,-1.004016064
2019-10-10,93.01,1.550387597,502,-1.181102362,59.98,0,49.3,-1.004016064
2019-10-11,92.86,-0.161272981,507,0.996015936,59.98,0,49.3,-1.004016064
2019-10-14,92.23,-0.678440663,506,-0.197238659,60.1,0.200066689,49.3,-1.004016064
2019-10-15,92.62,0.422855904,504,-0.395256917,60.1,0.200066689,49.3,-1.004016064
2019-10-16,91.4,-1.317210106,503,-0.198412698,60.1,0.200066689,49.3,-1.004016064
2019-10-17,90.01,-1.520787746,503,0,60.1,0.200066689,49.3,-1.004016064
2019-10-18,90.76,0.833240751,503,0,60.1,0.200066689,49.3,-1.004016064
2019-10-21,90.58,-0.198325253,503,0,60.42,0.532445923,49.3,-1.004016064
2019-10-22,90.53,-0.055199823,506,0.596421471,60.42,0.532445923,49.3,-1.004016064
2019-10-23,90.45,-0.088368497,508,0.395256917,60.42,0.532445923,49.3,-1.004016064
2019-10-24,90.11,-0.375898286,508,0,60.42,0.532445923,49.3,-1.004016064
2019-10-25,90.22,0.122073022,505,-0.590551181,60.42,0.532445923,49.3,-1.004016064
2019-10-28,90.23,0.011084017,505,0,60.5,0.132406488,49.3,-1.004016064
2019-10-29,90.03,-0.221655769,504,-0.198019802,60.5,0.132406488,49.3,-1.004016064
2019-10-30,89.8,-0.255470399,501,-0.595238095,60.5,0.132406488,49.3,-1.004016064
2019-10-31,89.55,-0.278396437,501,0,60.5,0.132406488,49.3,-1.004016064
2019-11-01,83.55,-6.700167504,499,-0.399201597,60.5,0.132406488,50.2,1.825557809
2019-11-04,82.85,-0.837821664,499,0,60.46,-0.066115702,50.2,1.825557809
2019-11-05,82.85,0,500,0.200400802,60.46,-0.066115702,50.2,1.825557809
2019-11-06,82.98,0.156910078,498,-0.4,60.46,-0.066115702,50.2,1.825557809
2019-11-07,82.55,-0.518197156,499,0.200803213,60.46,-0.066115702,50.2,1.825557809
2019-11-08,80.36,-2.652937614,502,0.601202405,60.46,-0.066115702,50.2,1.825557809
2019-11-11,80.3,-0.074664012,502,0,60.4,-0.099239166,50.2,1.825557809
2019-11-12,81.36,1.320049813,492,-1.992031873,60.4,-0.099239166,50.2,1.825557809
2019-11-13,81.26,-0.122910521,492,0,60.4,-0.099239166,50.2,1.825557809
2019-11-14,82.52,1.55057839,492,0,60.4,-0.099239166,50.2,1.825557809
2019-11-15,82.8,0.339311682,492,0,60.4,-0.099239166,50.2,1.825557809
2019-11-18,82.93,0.157004831,492,0,60,-0.662251656,50.2,1.825557809
2019-11-19,83.19,0.313517424,495,0.609756098,60,-0.662251656,50.2,1.825557809
2019-11-20,83.35,0.192330809,495,0,60,-0.662251656,50.2,1.825557809
2019-11-21,83.55,0.23995201,495,0,60,-0.662251656,50.2,1.825557809
2019-11-22,83.79,0.287253142,493,-0.404040404,60,-0.662251656,50.2,1.825557809
2019-11-25,84.29,0.59672992,493,0,59.76,-0.4,50.2,1.825557809
2019-11-26,84.35,0.071182821,495,0.405679513,59.76,-0.4,50.2,1.825557809
2019-11-27,84.42,0.082987552,495,0,59.76,-0.4,50.2,1.825557809
